church_name,denomination,family,address,city_state,zip,phone,website,page_url
Boise Church,Non-Denominational / Independent,Other Churches,"7051 W Overland Rd, Boise, ID 83709","7051 W Overland Rd, Boise, ID",83709,(208) 497-5997,https://boise.church,https://www.usachurches.org/church/boisechurch.htm
Calvary Chapel Eagle,Calvary Chapel,Pentecostal Churches,"839 N Linder Rd, Eagle, ID 83616","839 N Linder Rd, Eagle, ID",83616,(208) 891-2635,https://cceagle.org,https://www.usachurches.org/church/calvary-chapel-eagle.htm
