church_name,denomination,family,address,city_state,zip,phone,website,page_url
Northwest Baptist Church,Independent Baptist,Baptist Churches,"4605 Massachusetts Avenue, NW, Washington, DC 20016","4605 Massachusetts Avenue, NW, Washington, DC",20016,(202) 213-6807,,https://www.usachurches.org/church/northwest-baptist-church-washington.htm
Capital City Church,Non-Denominational / Independent,Other Churches,"1333 H St NE, Washington, DC 20002","1333 H St NE, Washington, DC",20002,(202) 234-3716,https://capcitychurch.com,https://www.usachurches.org/church/capital-city-church-washington.htm
