church_name,denomination,family,address,city_state,zip,phone,website,page_url
Greater Las Vegas Church of Christ,Churches of Christ,Christian and Restorationist Churches,"4601 W Bonanza Rd, Las Vegas, NV 89107","4601 W Bonanza Rd, Las Vegas, NV",89107,(702) 608-2165,https://glvcc.org,https://www.usachurches.org/church/greaterlasvegaschurchofchrist.htm
Harvest Church,Assemblies of God,Pentecostal Churches,"416 Perlite, Henderson, NV 89015","416 Perlite, Henderson, NV",89015,(702) 313-8000,,https://www.usachurches.org/church/harvest-church-henderson.htm
